B,G,R,TONE
150,169,230,fair
152,189,247,fair
143,165,230,fair
160,185,229,fair
163,198,238,fair
140,166,232,fair
165,186,247,fair
140,166,212,fair
150,188,252,fair
163,184,246,fair
169,185,228,fair
148,185,253,fair
158,175,231,fair
143,172,229,fair
170,182,236,fair
132,167,233,fair
135,165,230,fair
138,173,223,fair
157,192,226,fair
130,171,226,fair
145,169,229,fair
155,189,248,fair
135,168,224,fair
150,167,230,fair
131,171,220,fair
154,166,230,fair
151,186,236,fair
141,177,225,fair
171,192,244,fair
156,167,225,fair
133,166,222,fair
167,183,236,fair
150,191,253,fair
148,182,225,fair
146,164,229,fair
167,180,226,fair
136,169,219,fair
151,164,232,fair
141,180,224,fair
163,179,226,fair
148,186,250,fair
164,171,234,fair
152,190,254,fair
150,188,242,fair
171,188,227,fair
136,177,232,fair
145,186,249,fair
167,181,234,fair
151,189,253,fair
136,177,232,fair
143,171,225,fair
124,168,222,fair
165,185,233,fair
166,204,238,fair
160,174,226,fair
169,186,229,fair
151,189,253,fair
133,177,241,fair
128,167,219,fair
142,182,247,fair
138,167,218,fair
150,188,252,fair
131,170,222,fair
132,165,221,fair
138,165,229,fair
139,174,217,fair
161,180,223,fair
147,165,212,fair
170,184,232,fair
161,173,237,fair
149,189,254,fair
147,165,226,fair
155,195,254,fair
152,165,217,fair
151,174,236,fair
162,177,226,fair
147,186,248,fair
149,170,232,fair
129,165,229,fair
164,180,227,fair
128,176,242,fair
149,183,237,fair
141,181,229,fair
146,187,249,fair
140,179,224,fair
132,164,223,fair
142,182,247,fair
171,187,233,fair
165,180,229,fair
133,170,226,fair
151,189,253,fair
128,168,220,fair
152,188,224,fair
159,178,235,fair
144,184,249,fair
170,183,239,fair
125,184,234,fair
156,191,225,fair
140,180,245,fair
162,179,222,fair
147,193,247,fair
149,186,254,fair
140,179,231,fair
168,177,241,fair
170,184,236,fair
170,186,239,fair
132,168,216,fair
170,184,237,fair
139,179,244,fair
169,183,236,fair
170,182,236,fair
134,174,222,fair
152,190,254,fair
149,165,231,fair
149,189,254,fair
135,178,227,fair
128,170,215,fair
138,172,225,fair
152,189,233,fair
165,185,240,fair
168,182,231,fair
169,182,238,fair
151,189,253,fair
147,188,251,fair
142,164,229,fair
132,172,224,fair
139,181,240,fair
167,184,227,fair
134,175,224,fair
147,165,226,fair
168,184,237,fair
171,186,235,fair
132,171,223,fair
150,170,227,fair
144,184,249,fair
134,167,230,fair
151,164,226,fair
147,188,251,fair
134,170,230,fair
148,185,253,fair
140,183,240,fair
165,177,235,fair
167,178,228,fair
152,178,224,fair
166,186,244,fair
133,164,219,fair
142,176,222,fair
140,172,225,fair
155,190,254,fair
157,167,231,fair
134,176,241,fair
147,189,248,fair
171,187,234,fair
141,184,251,fair
159,173,225,fair
126,169,220,fair
136,176,224,fair
167,183,236,fair
139,179,244,fair
152,179,223,fair
151,175,241,fair
152,190,254,fair
135,173,221,fair
139,176,228,fair
143,181,229,fair
149,170,231,fair
142,164,229,fair
153,185,226,fair
165,181,227,fair
169,184,233,fair
171,186,232,fair
130,169,221,fair
149,189,247,fair
149,190,253,fair
135,171,219,fair
126,165,217,fair
165,179,232,fair
148,178,225,fair
127,170,219,fair
169,185,232,fair
141,169,234,fair
150,188,252,fair
140,180,245,fair
142,185,252,fair
144,186,251,fair
136,167,218,fair
135,176,221,fair
162,178,231,fair
171,185,238,fair
169,183,232,fair
159,179,234,fair
144,181,249,fair
144,167,229,fair
165,183,230,fair
142,164,229,fair
132,177,244,fair
139,177,225,fair
167,182,231,fair
168,185,228,fair
170,184,237,fair
146,186,251,fair
138,180,245,fair
163,180,223,fair
153,190,234,fair
169,185,231,fair
163,181,234,fair
169,177,236,fair
134,175,224,fair
154,189,239,fair
171,185,237,fair
138,169,224,fair
152,172,230,fair
135,173,227,fair
146,186,251,fair
141,165,225,fair
134,167,216,fair
151,192,254,fair
171,185,238,fair
144,168,226,fair
132,174,217,fair
144,185,248,fair
152,191,253,fair
144,166,231,fair
129,164,220,fair
146,177,228,fair
159,184,228,fair
144,184,249,fair
128,167,219,fair
160,187,243,fair
137,174,248,fair
135,177,244,fair
146,188,253,fair
160,179,224,fair
168,170,234,fair
147,190,253,fair
146,186,251,fair
162,178,225,fair
152,190,254,fair
149,165,231,fair
140,164,230,fair
149,190,253,fair
154,173,218,fair
166,181,230,fair
138,180,245,fair
147,171,231,fair
146,185,247,fair
137,173,219,fair
158,166,226,fair
171,193,251,fair
150,174,234,fair
134,168,221,fair
163,178,227,fair
126,164,228,fair
167,184,227,fair
141,183,228,fair
141,179,221,fair
148,172,232,fair
171,187,234,fair
142,171,222,fair
158,174,227,fair
151,178,235,fair
156,185,230,fair
134,176,241,fair
148,189,252,fair
148,184,224,fair
156,176,231,fair
144,183,252,fair
170,185,231,fair
170,181,233,fair
148,186,240,fair
167,180,226,fair
166,177,234,fair
121,168,224,fair
148,166,229,fair
168,182,235,fair
147,187,252,fair
128,168,217,fair
149,187,251,fair
155,189,225,fair
153,177,237,fair
160,176,222,fair
168,183,232,fair
141,184,251,fair
158,196,254,fair
150,188,252,fair
161,187,233,fair
133,170,226,fair
134,178,242,fair
163,179,232,fair
139,179,227,fair
127,167,219,fair
152,167,230,fair
130,164,223,fair
159,179,237,fair
169,185,228,fair
156,184,231,fair
151,190,252,fair
128,167,219,fair
171,186,235,fair
140,173,218,fair
127,166,218,fair
149,164,226,fair
139,174,230,fair
125,165,217,fair
147,165,228,fair
124,169,226,fair
126,166,218,fair
167,181,233,fair
170,184,237,fair
129,164,228,fair
143,185,252,fair
141,181,246,fair
154,175,236,fair
133,172,224,fair
141,170,231,fair
136,170,224,fair
142,183,246,fair
140,175,219,fair
148,188,253,fair
144,166,231,fair
170,184,236,fair
170,185,234,fair
137,169,222,fair
147,183,231,fair
171,178,233,fair
168,183,232,fair
142,182,247,fair
132,174,233,fair
157,173,226,fair
167,186,237,fair
141,165,231,fair
133,174,223,fair
151,187,251,fair
125,165,218,fair
162,189,245,fair
170,182,224,fair
146,183,233,fair
169,185,228,fair
146,185,253,fair
144,183,228,fair
145,185,250,fair
142,186,249,fair
169,183,236,fair
138,177,229,fair
152,190,254,fair
149,177,224,fair
147,182,245,fair
124,164,217,fair
131,172,221,fair
138,173,216,fair
141,185,239,fair
166,182,229,fair
143,186,243,fair
168,180,238,fair
150,166,232,fair
144,184,249,fair
149,187,251,fair
143,182,250,fair
130,167,219,fair
135,166,217,fair
166,181,230,fair
140,164,230,fair
160,178,241,fair
149,193,254,fair
142,175,220,fair
143,181,246,fair
147,183,253,fair
141,181,246,fair
151,187,235,fair
133,164,233,fair
130,165,215,fair
128,170,217,fair
151,169,228,fair
158,178,233,fair
168,182,234,fair
142,176,235,fair
155,195,254,fair
135,170,226,fair
146,183,245,fair
169,184,233,fair
168,182,234,fair
141,187,251,fair
146,179,228,fair
137,172,222,fair
151,186,230,fair
133,167,221,fair
134,178,242,fair
159,168,232,fair
168,179,236,fair
153,167,219,fair
146,189,252,fair
148,186,251,fair
167,182,231,fair
156,175,218,fair
166,180,232,fair
144,178,224,fair
127,164,220,fair
146,168,234,fair
162,176,234,fair
150,188,252,fair
132,173,228,fair
130,170,218,fair
128,174,222,fair
147,185,249,fair
146,164,227,fair
125,164,219,fair
152,187,231,fair
160,176,222,fair
121,165,228,fair
158,178,233,fair
130,169,221,fair
162,177,226,fair
146,170,230,fair
170,186,232,fair
171,188,231,fair
163,178,227,fair
154,191,253,fair
159,179,234,fair
131,171,223,fair
142,182,247,fair
149,185,233,fair
134,166,232,fair
154,172,219,fair
146,185,254,fair
152,190,254,fair
168,183,229,fair
170,181,238,fair
146,178,219,fair
165,179,232,fair
153,188,232,fair
131,170,222,fair
130,169,221,fair
127,167,219,fair
144,164,229,fair
167,181,229,fair
137,182,249,fair
143,174,237,fair
151,165,231,fair
137,164,231,fair
165,171,230,fair
144,183,252,fair
149,187,252,fair
139,171,220,fair
170,187,230,fair
166,180,232,fair
139,172,221,fair
146,170,230,fair
150,188,252,fair
124,170,218,fair
144,183,251,fair
171,185,237,fair
165,182,239,fair
157,176,233,fair
139,168,225,fair
142,179,229,fair
139,175,221,fair
155,189,235,fair
131,167,215,fair
125,164,216,fair
121,179,231,fair
156,170,222,fair
158,185,211,fair
144,188,251,fair
143,183,231,fair
166,184,231,fair
167,184,227,fair
141,179,221,fair
143,183,248,fair
151,189,253,fair
156,176,231,fair
146,177,238,fair
147,184,228,fair
168,189,227,fair
131,170,222,fair
135,170,214,fair
154,192,227,fair
149,190,252,fair
157,191,227,fair
142,164,229,fair
146,187,250,fair
141,185,248,fair
140,180,245,fair
146,186,251,fair
126,165,217,fair
145,174,241,fair
166,180,232,fair
142,185,252,fair
129,168,220,fair
151,165,223,fair
155,173,220,fair
161,199,234,fair
163,182,239,fair
152,195,252,fair
148,186,240,fair
165,179,232,fair
168,181,233,fair
136,166,231,fair
129,169,218,fair
156,175,220,fair
170,184,233,fair
168,184,237,fair
139,179,244,fair
132,165,215,fair
155,180,224,fair
141,166,230,fair
165,179,231,fair
161,179,220,fair
168,184,230,fair
167,181,234,fair
170,184,237,fair
129,168,220,fair
151,173,231,fair
124,170,228,fair
151,182,237,fair
170,182,236,fair
157,173,219,fair
144,188,249,fair
152,190,254,fair
139,176,226,fair
142,164,229,fair
127,164,220,fair
171,182,232,fair
157,175,236,fair
144,184,249,fair
160,197,231,fair
158,172,224,fair
170,186,232,fair
124,164,222,fair
156,172,225,fair
149,183,242,fair
131,173,220,fair
142,183,246,fair
164,180,226,fair
171,186,235,fair
147,167,232,fair
139,181,252,fair
147,187,252,fair
143,165,231,fair
151,189,253,fair
169,183,236,fair
166,180,232,fair
159,185,232,fair
161,177,230,fair
161,180,223,fair
147,172,236,fair
146,174,234,fair
145,165,230,fair
140,165,229,fair
167,184,240,fair
151,189,253,fair
137,179,244,fair
158,176,223,fair
166,182,229,fair
153,189,253,fair
141,181,246,fair
159,167,227,fair
157,172,221,fair
159,179,234,fair
165,179,232,fair
132,170,224,fair
151,187,233,fair
162,178,225,fair
151,189,253,fair
129,166,218,fair
162,176,225,fair
157,195,253,fair
133,168,218,fair
162,179,236,fair
155,195,254,fair
149,172,228,fair
171,185,238,fair
144,184,249,fair
155,166,224,fair
142,177,240,fair
150,188,252,fair
159,179,234,fair
166,180,232,fair
167,180,232,fair
149,171,223,fair
167,183,230,fair
137,177,229,fair
145,164,231,fair
146,187,249,fair
169,185,232,fair
159,173,222,fair
149,178,235,fair
156,182,228,fair
170,188,235,fair
164,202,237,fair
135,170,226,fair
137,177,229,fair
168,182,231,fair
171,185,233,fair
166,182,235,fair
140,177,229,fair
148,186,251,fair
146,190,244,fair
162,178,225,fair
143,178,251,fair
147,164,213,fair
140,182,229,fair
170,186,232,fair
152,190,254,fair
149,189,254,fair
132,171,223,fair
132,171,223,fair
135,168,224,fair
168,182,235,fair
134,168,222,fair
168,182,235,fair
169,185,228,fair
133,177,224,fair
164,186,238,fair
159,176,219,fair
138,167,218,fair
149,173,233,fair
161,174,230,fair
140,177,221,fair
170,184,237,fair
132,168,222,fair
149,190,252,fair
143,164,226,fair
151,189,253,fair
167,178,230,fair
158,174,227,fair
156,164,223,fair
141,169,234,fair
146,166,231,fair
161,174,226,fair
149,189,254,fair
157,194,254,fair
143,185,252,fair
154,191,253,fair
162,178,224,fair
140,177,227,fair
138,178,226,fair
163,177,226,fair
167,182,231,fair
146,185,253,fair
142,181,233,fair
158,175,218,fair
158,173,222,fair
125,165,217,fair
165,178,234,fair
162,180,233,fair
160,174,227,fair
134,178,241,fair
139,165,231,fair
152,189,233,fair
146,186,251,fair
170,179,236,fair
166,175,232,fair
148,188,253,fair
160,174,232,fair
147,165,236,fair
151,192,254,fair
161,179,232,fair
126,166,214,fair
171,185,227,fair
137,168,221,fair
133,167,226,fair
166,180,233,fair
147,191,252,fair
150,188,252,fair
124,165,228,fair
142,167,231,fair
165,179,231,fair
161,179,232,fair
133,168,224,fair
128,167,219,fair
157,177,232,fair
170,184,237,fair
142,172,231,fair
152,188,252,fair
141,183,230,fair
156,176,231,fair
135,175,224,fair
159,174,223,fair
165,181,227,fair
150,166,232,fair
161,181,236,fair
129,168,220,fair
162,178,224,fair
144,184,249,fair
167,181,230,fair
159,178,223,fair
148,186,228,fair
151,189,253,fair
168,182,235,fair
154,175,237,fair
167,187,235,fair
135,172,222,fair
162,178,224,fair
158,170,228,fair
124,164,216,fair
142,180,252,fair
156,189,228,fair
170,185,231,fair
138,172,226,fair
141,179,244,fair
146,184,249,fair
164,181,238,fair
134,174,227,fair
142,179,231,fair
130,173,230,fair
127,167,219,fair
167,198,253,fair
142,168,235,fair
169,187,228,fair
150,188,252,fair
153,188,254,fair
145,176,231,fair
149,170,251,fair
170,186,239,fair
152,174,232,fair
143,180,248,fair
126,171,232,fair
167,184,241,fair
141,183,230,fair
168,183,232,fair
138,164,230,fair
160,185,241,fair
170,186,233,fair
143,166,228,fair
142,184,251,fair
161,190,234,fair
137,176,245,fair
142,178,226,fair
138,173,216,fair
128,168,217,fair
151,170,221,fair
130,169,221,fair
151,189,253,fair
145,181,227,fair
147,164,213,fair
148,167,228,fair
139,178,230,fair
131,170,222,fair
157,179,237,fair
146,189,252,fair
167,184,227,fair
143,183,248,fair
146,165,226,fair
136,173,223,fair
134,166,219,fair
167,182,231,fair
148,186,216,fair
171,187,234,fair
145,187,252,fair
132,170,224,fair
169,184,233,fair
144,183,252,fair
167,188,249,fair
170,183,227,fair
150,188,252,fair
147,190,247,fair
138,178,243,fair
154,164,228,fair
145,183,248,fair
142,183,246,fair
135,175,223,fair
155,195,254,fair
154,188,242,fair
142,186,249,fair
166,180,228,fair
163,179,232,fair
159,180,241,fair
168,184,230,fair
161,178,235,fair
141,174,224,fair
169,183,231,fair
164,175,233,fair
150,189,251,fair
125,167,220,fair
170,181,231,fair
154,190,228,fair
125,165,218,fair
168,182,230,fair
133,168,224,fair
153,192,254,fair
144,186,253,fair
147,168,223,fair
145,169,229,fair
162,178,224,fair
132,174,219,fair
142,180,245,fair
154,190,254,fair
133,177,241,fair
167,181,234,fair
165,170,233,fair
167,181,234,fair
142,176,222,fair
143,178,241,fair
142,184,253,fair
149,165,231,fair
167,181,230,fair
156,174,221,fair
133,172,224,fair
148,189,251,fair
130,165,221,fair
141,185,246,fair
137,172,216,fair
142,173,236,fair
154,193,232,fair
143,185,238,fair
128,165,217,fair
138,180,245,fair
152,194,253,fair
134,176,241,fair
158,194,254,fair
160,169,232,fair
125,165,217,fair
135,175,227,fair
161,177,224,fair
128,168,217,fair
157,187,236,fair
140,177,239,fair
157,194,254,fair
157,175,236,fair
124,165,214,fair
139,164,228,fair
163,178,227,fair
150,171,222,fair
134,172,226,fair
150,188,252,fair
127,165,229,fair
136,172,218,fair
167,183,236,fair
151,186,242,fair
141,181,246,fair
142,184,249,fair
142,188,242,fair
139,166,233,fair
129,174,241,fair
144,181,225,fair
122,168,215,fair
169,185,228,fair
136,173,217,fair
153,167,219,fair
167,183,230,fair
140,177,227,fair
170,181,238,fair
149,187,251,fair
163,171,230,fair
157,190,229,fair
149,190,253,fair
140,180,229,fair
149,187,245,fair
124,165,220,fair
143,187,251,fair
149,191,250,fair
144,184,232,fair
160,176,222,fair
129,168,220,fair
150,188,252,fair
170,186,232,fair
151,168,217,fair
146,186,251,fair
132,175,226,fair
125,164,216,fair
157,174,230,fair
150,189,251,fair
134,169,225,fair
145,187,252,fair
146,181,231,fair
133,170,220,fair
156,176,231,fair
149,187,251,fair
168,180,234,fair
162,178,231,fair
149,184,227,fair
166,180,232,fair
145,165,230,fair
141,181,246,fair
145,185,250,fair
143,177,220,fair
169,185,238,fair
168,182,235,fair
165,181,227,fair
144,164,229,fair
123,169,227,fair
128,167,219,fair
157,193,253,fair
125,167,220,fair
145,170,234,fair
124,171,233,fair
150,188,252,fair
148,169,231,fair
166,181,230,fair
166,182,225,fair
135,177,220,fair
151,189,253,fair
154,164,224,fair
144,164,229,fair
170,186,239,fair
148,186,251,fair
162,177,226,fair
152,182,231,fair
126,172,226,fair
140,180,222,fair
152,190,254,fair
169,183,236,fair
166,181,230,fair
127,166,218,fair
155,173,220,fair
162,182,239,fair
139,173,226,fair
151,193,252,fair
133,172,217,fair
132,167,223,fair
145,165,230,fair
157,194,250,fair
131,165,219,fair
155,193,225,fair
156,172,219,fair
136,169,218,fair
165,181,234,fair
149,181,230,fair
133,169,223,fair
169,185,228,fair
170,186,229,fair
158,196,254,fair
166,180,233,fair
147,194,248,fair
157,176,221,fair
130,167,217,fair
137,174,218,fair
147,165,230,fair
156,196,254,fair
148,187,249,fair
143,169,235,fair
140,172,221,fair
142,182,247,fair
142,176,229,fair
152,190,254,fair
143,186,237,fair
122,164,217,fair
133,164,219,fair
155,192,254,fair
163,179,225,fair
135,175,224,fair
166,183,226,fair
152,190,254,fair
134,170,216,fair
167,181,233,fair
150,171,232,fair
154,166,230,fair
